Payment Submission Detail Report,1.0,2018-02-13 to 2018-02-13,,,,,,,
batch_id,merchant_id,batch_date,request_id,merchant_ref_number,trans_ref_no,payment_method,currency,amount,transaction_type,payment_processor
"20068741761","uma_garage_parcs","2018-02-13","5184683336936673103021","636540471334824034","421883713XEKEDD2L5A29","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184683508676680803021","636540471507461180","421881409XEKECD2L593X","MasterCard","USD","12.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184683771276314403091","636540471767583420","421860591XEKEID2IBF9Y","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184684219846066703068","636540472217853253","421887301XEKIUD2KVQL9","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184684257106068103068","636540472254719903","421846194XEKIVD2KVS8M","MasterCard","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184684490586078303068","636540472487521811","421850685XEKI0D2KIE5K","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184684621886084603068","636540472620935137","421856279XEKDZD2I2VBN","American Express","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184684731026089003068","636540472729933463","421867463XEKI7D2KSZRA","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184684790116091103068","636540472789232615","421876333XEKHHD2KCAH6","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184684902976095703068","636540472901922489","421878319XEKHBD2KCBJC","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184685143046828203092","636540473141912173","421879613XEKIED2KTO7Z","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184685187506204703059","636540473185497831","421884306XEKEND2IBEEU","Discover","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184685237696831803092","636540473236710735","421871540XEKIJD2KTRWH","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184685437056839703092","636540473435121916","421884308XEKEND2IBEFO","MasterCard","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184685594306846803092","636540473593205649","421847889XEKE7D2L5B2Y","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184685746416853003092","636540473745115779","421865557XEKEKD2IBHW3","American Express","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184685934226861403092","636540473932320233","421876238XEKEBD2L5BPZ","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686005686936303073","636540474003250691","421882917XEKITD2KV988","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686165556941503073","636540474164521158","421876725XEKIKD2KTM0S","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686206476943103073","636540474205364677","421849991XEKE4D2I2UWK","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686288186946103073","636540474287145161","421863465XEKEMD2IBE0O","Visa","USD","10.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686301866946803073","636540474300358559","421877028XEKE1D2I2T9A","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686327816250703059","636540474325545073","421880525XEKHDD8YMZPE","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686566836961803073","636540474565687863","421869845XEKL8D2KVMTT","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686576556658203052","636540474573520195","421876431XEKHYD2KG17Q","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686759676666103052","636540474758273383","421864357XEKI3D2KIC5F","Visa","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184686878336670603052","636540474877336038","421850978XEKI8D8YSMF1","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184687063696677603052","636540475062090493","421872742XEKLAD2KVOXG","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184687065046014503076","636540475061944003","421868954XEKIZD2KVQ1Q","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184687236806684203052","636540475234782671","421883012XEKHRD2KEMNI","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184687421926691003052","636540475420873801","421853298XEKDXD8YGYXK","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688004916244203019","636540476002484782","421856289XEKDZD2I2VOI","Discover","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688160486250603019","636540476159522062","421882920XEKITD2KV9GD","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688197556773103077","636540476194533172","421885612XEKDVD2HSAG9","MasterCard","USD","10.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688553356264703019","636540476552265003","421866869XEKI4D2KICV7","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688606566266803019","636540476605532132","421862281XEKHTD2KFZCB","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688863616277503019","636540476861413238","421870443XEKEJD2IBFJ2","Visa","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688911976153703066","636540476907542532","421861379XEKIOD2KVKFE","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184688980106284003071","636540476979088248","421883433XEKIGD95CHK5","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184689151376290803071","636540477150081142","421866171XEKI9D2KT4S6","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184689467046303403071","636540477463950616","421864068XEKIDD2KT5P2","MasterCard","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184689692336073803057","636540477690297198","421883437XEKIGD95CHMJ","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184689798026078003057","636540477794910014","421850691XEKI0D2KIENM","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184689961816084203057","636540477959767207","421877733XEKHOD2KELCI","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184690346356103103057","636540478344808218","421882926XEKITD2KV9NV","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184690422326106803057","636540478420914656","421846285XEKE6D2I2Z7P","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184691026536370203093","636540479025534333","421885913XEKDPD2GRJ37","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184692084366069003024","636540480083130388","421867772XEKE5D2I2TKG","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184692790226910703050","636540480789147293","421860494XEKHID2KCC0U","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184692912066915903050","636540480910870717","421870369XEKHZD2KIHV2","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184694521636378403055","636540482520320750","421878349XEKHBD2KCCI8","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184694932726281303060","636540482928770785","421855889XEKE0D2I2WK8","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184695178746291503060","636540483176361610","421872746XEKLAD2KVPPS","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184695287626297003060","636540483285947350","421878651XEKHVD2KG360","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184695765686157603049","636540483763672741","421846295XEKE6D2I2ZR6","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184695779316159003023","636540483778331507","421876449XEKHYD2KG234","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184696061816174503023","636540484059960265","421889115XEKICD2KT6R9","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184696391846486903072","636540484389572531","421855893XEKE0D2I2WPE","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184697832676757603059","636540485831506365","421870371XEKHZD2KIICC","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184699000066433603075","636540486996379921","421873742XEKE8D2L5DWC","Visa","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184699350046451403075","636540487348879401","421860699XEKDTD2HSDGK","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184699541436462903075","636540487540214873","421865677XEKIHD2KTTWI","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184701136656024603014","636540489135589528","421881840XEKI2D2KIDJV","American Express","USD","12.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184701276426031503014","636540489275350176","421876268XEKEBD2L5D77","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184701675206578103075","636540489673718461","421866093XEKL2D2KG0BD","American Express","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184701914216593603075","636540489913281678","421861397XEKIOD2KVLMI","Discover","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184703584616744903060","636540491582297991","421886029XEKL6D2KTSBH","MasterCard","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184704517266896703074","636540492516103379","421898801XEKIOD2KVLWF","Visa","USD","12.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184704561816899903074","636540492560890255","421892924XEKE7D2L5CWU","MasterCard","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184704881276920403074","636540492879584133","421888118XEKE3D2I2XS8","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184704886596529503052","636540492883168255","421898901XEKIXD2KVNSP","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184705091536932503074","636540493089325365","421883475XEKIGD95CJ33","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184707399826936203073","636540495398903402","421864388XEKI3D2KIE4O","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184708406626813103023","636540496405735788","421866390XEKJ0D2KVTIB","Discover","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184708818556832603023","636540496816598024","421887531XEKHMD8YMZCS","Visa","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184709174136239303071","636540497171896024","421883742XEKEDD2L5CJ3","MasterCard","USD","15.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184709386496249403071","636540497385112800","421895917XEKKSD8YQQXB","MasterCard","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184709700386094203088","636540497698167818","421863494XEKEMD2IBFXG","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184710089516465103065","636540498087363179","421884156XEKI1D2KIFNW","Visa","USD","15.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184711982776956403056","636540499981625686","421870396XEKHZD2KIJQ1","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184712702756575303065","636540500700400136","421889135XEKICD2KT89E","MasterCard","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184713048336342303068","636540501045322340","421866399XEKJ0D2KVTY8","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184713158346346703068","636540501156283632","421892423XEKDSD2HSD94","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184715747166988603058","636540503745774765","421882251XEKEHD2IBHAS","American Express","USD","12.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184717807616925403054","636540505806587237","421887065XEKIMD2KVM64","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184718472396382503073","636540506471276981","421896711XEKEFD8YH0I9","Visa","USD","20.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184718911746397303073","636540506909640273","421896713XEKEFD8YH0JV","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184719293156364503094","636540507289586503","421903708XEKE9D8YH039","MasterCard","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184719784126385903094","636540507783183143","421906805XEKIWD2KVU5F","Visa","USD","12.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184721144406433803094","636540509142040766","421882266XEKEHD2IBHSE","MasterCard","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184721440236501403076","636540509438424759","421906706XEKL8D2KVQ4L","American Express","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184722710556387003021","636540510708995783","421900129XEKI8D8YSPSX","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184723214456408303021","636540511213660449","421893047XEKI0D2KIHTT","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184723975996302503077","636540511973379999","421881481XEKECD2L5CWT","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184724977146700203088","636540512973670140","421905608XEKIDD2KT8YE","MasterCard","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184725389996714603088","636540513389261884","421884364XEKEND2IBHVU","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184725567976720003088","636540513566556026","421905610XEKIDD2KT903","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184726412396832303017","636540514411267485","421887640XEKIFD2KTRDZ","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184726616876840003017","636540514615494077","421830976XEKHXD2KFTMU","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184726731636844803017","636540514730850069","421901928XEKIRD2KVNH9","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184727679076216703063","636540515677657470","421881374XEKE2D2I2VWM","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184727952526225503063","636540515950001912","421903719XEKE9D8YH0VR","Visa","USD","10.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184728461376246303063","636540516458924555","421881493XEKECD2L5DB5","Visa","USD","15.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184728827356584403053","636540516824309679","421910505XEKIID2KTVP0","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184728829616240603091","636540516826507029","421881887XEKI2D2KIG22","MasterCard","USD","10.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184729009096663303024","636540517008106551","421881376XEKE2D2I2W1E","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184732305966833303092","636540520305274054","421895471XEKIBD2KT5QU","Visa","USD","17.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184732504256842303092","636540520502635148","421891733XEKDRD2HSFAH","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184732638756846803092","636540520636932689","421898840XEKIOD2KVOH1","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184732848446176703071","636540520847928460","421913307XEKDQD2HSBF9","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184733033306185503071","636540521032476562","421872799XEKLAD2KVTAO","Discover","USD","15.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184733492466210703071","636540521490908984","421881382XEKE2D2I2WF0","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184733764616193303019","636540521762927269","421911306XEKHVD2KG6TI","Visa","USD","10.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184734257906221203019","636540522257103966","421913604XEKE8D2L5H3G","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184734720606119103051","636540522719348278","421910516XEKIID2KTW6U","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184735090256139003051","636540523089441508","421888167XEKE3D2I30J2","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184735172016853703053","636540523170915202","421886068XEKL6D2KTV5X","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184735224406855703053","636540523222538278","421906809XEKIWD2KVVJ9","Visa","USD","15.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184735443866865003053","636540523440925570","421885881XEKIAD2KT7NV","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184735528446869803053","636540523527325372","421885883XEKIAD2KT7O1","Visa","USD","9.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184735849526885503053","636540523848656070","421912009XEKI7D2KT4D0","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184735914196888203053","636540523913297224","421888169XEKE3D2I30L6","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184736041436165303062","636540524039708223","421898936XEKIXD2KVQN0","MasterCard","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184736421116180103062","636540524419706854","421910518XEKIID2KTWB8","MasterCard","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184736549066187803062","636540524547563326","421889171XEKICD2KTACZ","MasterCard","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184736647596193803062","636540524646151096","421889545XEKIVD2KVX43","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184736697496196403062","636540524696504592","421882590XEKI5D8YSOW9","Visa","USD","9.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184736995596016803082","636540524992502286","421908717XEKDYD2HOKB4","American Express","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184737062336019603082","636540525061313522","421897177XEKHID2KCG2S","Discover","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184737386096035103082","636540525384125502","421906632XEKE5D2I2XSB","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184737479306993703085","636540525477117354","421904525XEKEBD2L5GJG","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184737637856001703085","636540525636918412","421890469XEKDUD2HSE4T","MasterCard","USD","8.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184737901566061403082","636540525900633317","421880777XEKHQD2KESQH","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184738363646302203083","636540526361305162","421883586XEKHND2KESF0","Visa","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184738419816363003017","636540526418914796","421882984XEKITD2KVDZC","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184738933036194803057","636540526932134478","421895480XEKIBD2KT692","Visa","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184739679946253603057","636540527677892387","421913608XEKE8D2L5HJA","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184740060986254003075","636540528060114095","421915304XEKECD2L5E8P","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184740160686263803075","636540528159869589","421911413XEKIYD2KVWT0","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184740693346443003070","636540528692625468","421907134XEKIJD2KTWZA","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184741642256592803068","636540529640692683","421903340XEKJ0D2KVWH7","Visa","USD","8.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184742190346641803068","636540530189480138","421901451XEKL2D2KG3ZQ","MasterCard","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184742228556955403063","636540530226932748","421917005XEKIND2KVLAQ","MasterCard","USD","8.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184742233706941103091","636540530231464172","421885888XEKIAD2KT89K","Visa","USD","4.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184742542256975003063","636540530541349118","421890961XEKEID2IBK9N","Discover","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184742572036977903063","636540530571027992","421901453XEKL2D2KG40K","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184742581786874903020","636540530578918920","421899354XEKE0D2I30YE","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184742762566995603063","636540530761552886","421891361XEKIPD2KVI2P","Visa","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184743612856583803076","636540531610553796","421887577XEKHMD8YN2DD","Visa","USD","8.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184743614266527203057","636540531611891738","421903734XEKE9D8YH26G","Visa","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184743744956592803076","636540531744269868","421915313XEKECD2L5EL9","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184743974116605603076","636540531972933793","421911318XEKHVD2KG7NV","Visa","USD","4.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184744112026614703076","636540532110668027","421906827XEKIWD2KVWC5","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184744456886466203024","636540532455394368","421916511XEKELD2IBLGF","Discover","USD","8.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184744461626732003072","636540532459164044","421895973XEKKSD8YQU3D","MasterCard","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184746089736730703076","636540534088946889","421917610XEKI1D2KIITZ","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184747089636228203091","636540535087986007","421913328XEKDQD2HSCME","Visa","USD","5.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184747381396255103091","636540535380162049","421917009XEKIND2KVLQH","Visa","USD","15.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184748045936871703084","636540536044959817","421900546XEKHTD2KG4UD","Visa","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184748754576946903070","636540536752278749","421912027XEKI7D2KT5N6","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184748916336731503021","636540536914286923","421895498XEKIBD2KT792","Visa","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184749322996976503070","636540537321340419","421885693XEKDVD2HSG27","MasterCard","USD","8.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184750700636033603070","636540538699098719","421919012XEKHPD2KERFC","Visa","USD","1.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184752564366837003053","636540540563389376","421914524XEKLAD2KVV3U","Visa","USD","7.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184753591986678003061","636540541590720596","421904547XEKEBD2L5I2W","MasterCard","USD","14.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184754966576681003054","636540542965776839","421901952XEKIRD2KVPX8","Visa","USD","1.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184755607316006903082","636540543605202539","421886191XEKEOD2IBJFB","MasterCard","USD","3.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184757115676458203069","636540545112592923","421886195XEKEOD2IBJJR","Visa","USD","4.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184757501266473503069","636540545500588136","421923406XEKIAD2KT9MC","Visa","USD","11.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184758207696848403061","636540546207008596","421917822XEKHDD8YN69X","Visa","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184758332466852503061","636540546331368840","421909052XEKIZD2KVWJF","Visa","USD","1.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184758666386863903061","636540546665763296","421898868XEKIOD2KVQR1","MasterCard","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184759040206161703067","636540547038995986","421923706XEKITD2KVFUK","Visa","USD","10.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184760747156282603060","636540548745075121","421890569XEKHCD2KCLIL","Visa","USD","1.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184761107746297303060","636540549106915187","421903355XEKJ0D2KVY39","Visa","USD","2.75","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184761783206749703020","636540549782507535","421922908XEKI5D8YSR27","Visa","USD","6.25","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184763005456490603070","636540551003160910","421918619XEKHXD2KFWRS","American Express","USD","4.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184764250586486103084","636540552249516685","421898164XEKE6D2I35WA","Visa","USD","1.00","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184764375016492203066","636540552374030200","421898167XEKE6D2I35WR","Visa","USD","4.50","ics_bill","Vital"
"20068741761","uma_garage_parcs","2018-02-13","5184764765896508003066","636540552764786440","421900175XEKI8D8YSTH4","MasterCard","USD","4.50","ics_bill","Vital"
