Payment Submission Detail Report,1.0,2018-02-13 to 2018-02-13,,,,,,,
batch_id,merchant_id,batch_date,request_id,merchant_ref_number,trans_ref_no,payment_method,currency,amount,transaction_type,payment_processor
"20068896701","uma_garage_parcs","2018-02-14","5185348517526010503058","636541136515977444","422038000XEKHXD2KHATB","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185349056496391403086","636541137052418996","422083918XEKHMD8YOIG7","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185349911426438903062","636541137909198470","422093809XEKI9D2KUPRP","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185356367496628503068","636541144365225439","422074047XEKE4D2I4GYU","American Express","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185359031616641303060","636541147030448755","422072356XEKE7D2L6XFA","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185359052806642603060","636541147051680039","422069149XEKILD2KVF34","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185361687506469003078","636541149685262235","422089442XEKI4D2KJYYD","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185363783686846803076","636541151780989982","422046496XEKJ0D2KXDR7","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185364456686192103091","636541152454879896","422085823XEKDXD8YILDC","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185365345736954903070","636541153343721447","422097317XEKHCD2KE13P","MasterCard","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185365693676958003084","636541153691698432","422083932XEKHMD8YOK52","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185367114996850203016","636541155112941032","422084241XEKHAD2KDXY2","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185368516906975803015","636541156516100928","422066061XEKDPD2GT5MB","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185372992816436403019","636541160990935038","422076453XEKEFD8YIKZK","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185373218926443903019","636541161218062900","422098119XEKEHD2ID20S","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185374725546960903056","636541162724530462","422085032XEKKSD8YSCKK","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185375141836820903063","636541163139718080","422065786XEKE8D2L706O","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185375184876821803063","636541163184138396","422084248XEKHAD2KDYQ7","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185376558336405903083","636541164556717125","422082352XEKHDD8YON5D","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185377130316682203059","636541165128542041","422072266XEKEAD2L6ZIK","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185377260826687703059","636541165257004537","422040298XEKIDD2KUTDK","MasterCard","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185378401536273503053","636541166399330408","422061669XEKITD2KWXKW","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185379267936272303073","636541167266128119","422104018XEKE9D8YIL98","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185379747936180403050","636541167746612169","422109701XEKHJD2KGBTR","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185379783946182603050","636541167781760003","422089460XEKI4D2KK12N","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185379842546188003050","636541167840522025","422104020XEKE9D8YILCN","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185380016316198203050","636541168014529559","422070275XEKL4D2KK4KP","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185380344126215003050","636541168342315487","422067970XEKHOD2KG9IC","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185381603276643903055","636541169602396637","422072887XEKIRD2KX8OQ","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185382136866325503058","636541170132661975","422076653XEKL6D2KVFZJ","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185382605186993403091","636541170602975636","422108008XEKIKD2KVAZG","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185383345626040003065","636541171343245051","422069963XEKICD2KUUY7","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185383656966823703083","636541171655460921","422060488XEKHFD2KE48S","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185383700746825403083","636541171699759497","422104911XEKECD2L6YRC","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185384331736153203054","636541172329295389","422098130XEKEHD2ID3RB","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185384521726164603054","636541172520239775","422066069XEKDPD2GT7T5","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185384696736179103054","636541172695751624","422061195XEKHRD2KGC10","MasterCard","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185384863416188603054","636541172861031408","422094729XEKL8D2KXC8R","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185384914416367803063","636541172912039514","422109708XEKHJD2KGCPZ","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185385087266380003063","636541173086603326","422061883XEKIBD2KUQZW","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185385176276384503063","636541173174985626","422090850XEKIPD2KX2MG","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185385239686388303063","636541173239050586","422086345XEKHUD2KHOJT","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185385701726548503078","636541173699361230","422083271XEKDSD2HU0EB","Discover","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185385826236553903078","636541173823782031","422060493XEKHFD2KE4MV","American Express","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185385878696557103078","636541173876542618","422085045XEKKSD8YSEG1","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185386239816785803021","636541174238568238","422073562XEKIXD2KXBR5","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185386264316944203062","636541174261850382","422112102XEKIAD2KUSY2","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185386321456793403021","636541174320563574","422109713XEKHJD2KGCYQ","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185386843736828903021","636541174841001530","422071773XEKHGD2KE430","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185386921696832503021","636541174920797920","422098433XEKIOD2KX9XG","American Express","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185386977396834903021","636541174976587024","422063088XEKI7D2KUPUK","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185387348516030503086","636541175346557517","422073564XEKIXD2KXBYB","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185387595216042403086","636541175594353037","422041895XEKDVD2HU07Y","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185387812646957103051","636541175810249999","422109312XEKI1D2KK2VV","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185388034486891903021","636541176030755079","422103615XEKDZD2I4LN1","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185388067746064603086","636541176065701405","422112403XEKE6D2I4OUQ","Discover","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185388132276069403086","636541176130591180","422081669XEKDTD2HU2L2","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185388464496411103020","636541176462023266","422061891XEKIBD2KURLL","Discover","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185388595786417203020","636541176594580456","422074969XEKDQD2HTX5L","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185388625226418603020","636541176623409688","422104626XEKIWD2KXH6G","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185388895486430103020","636541176893839994","422110018XEKEKD2ID7SA","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389039326439203020","636541177037790834","422111411XEKIZD2KXGID","American Express","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389040956761203049","636541177038161942","422094538XEKHSD2KHPLB","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389069206442203020","636541177068583032","422089866XEKI8D8YUCKZ","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389173476450103020","636541177171809652","422094141XEKDWD2HU09P","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389259826454003020","636541177258648924","422104028XEKE9D8YIMYZ","American Express","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389277226454603020","636541177275368316","422041897XEKDVD2HU0HH","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389311516458103020","636541177310311064","422097843XEKHWD2KHPV2","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389388406460903020","636541177387423400","422071964XEKL2D2KHP3D","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389456016069503076","636541177455052950","422061782XEKE5D2I4JH0","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389544936073103076","636541177543415718","422061784XEKE5D2I4JHJ","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389599856036903015","636541177596586689","422069176XEKILD2KVJ6O","American Express","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185389864676084003076","636541177862555682","422109719XEKHJD2KGDJT","MasterCard","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185391005166137903084","636541179004194782","422071967XEKL2D2KHP8P","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185391110626141403084","636541179109189048","422063783XEKIED2KVEFZ","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185392151746164503076","636541180150257881","422060596XEKI2D2KK2ED","MasterCard","USD","20.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185392454586176203076","636541180453811309","422085049XEKKSD8YSFBB","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185392655556184903076","636541180654600269","422081061XEKHID2KE1JO","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185392686886186303076","636541180685792873","422103221XEKL3D2KK3JU","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185392937526186203070","636541180936652115","422075380XEKHND2KGEH6","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185393753426779803063","636541181752617797","422087839XEKL9D95I97M","American Express","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185394231716331303072","636541182230615769","422062998XEKELD2ID7GI","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185394343336335303072","636541182342184210","422090250XEKI6D2KURYK","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185394377816336403072","636541182376981175","422116401XEKE8D2L731S","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185394718986208703088","636541182716994231","422116008XEKDUD2HU0FP","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185394980076122303082","636541182977140939","422061992XEKEJD2ID5RM","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185397746366001203023","636541185745346721","422103235XEKL3D2KK42F","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185398110106016703023","636541186108641921","422073576XEKIXD2KXD5G","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185398208326021003023","636541186207407341","422071981XEKL2D2KHPYS","MasterCard","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185398444316031103023","636541186443436788","422061787XEKE5D2I4KCG","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185399196586438303076","636541187195005467","422066083XEKDPD2GT9NA","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185399243946440003076","636541187242614717","422071785XEKHGD2KE5FI","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185399982786463403070","636541187982216879","422119402XEKHPD2KGCEV","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185401713926798603069","636541189712804377","422110027XEKEKD2ID90F","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185404599876199603063","636541192596336851","422085850XEKDXD8YIQCU","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185405728676692303084","636541193727746224","422112126XEKIAD2KUV0Y","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185406911556550303053","636541194908232582","422072400XEKE7D2L735M","MasterCard","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185408084616594303053","636541196084248002","422086357XEKHUD2KHR1D","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185412268606778203075","636541200267452989","422117312XEKIBD2KUUDP","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185412600986099403062","636541200599340733","422081091XEKHID2KE40U","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185414199596374303093","636541202196794968","422076495XEKEFD8YIQYD","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185414910036121403064","636541202908381641","422086363XEKHUD2KHSNY","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185415539526290103087","636541203538679281","422114128XEKHRD2KGGBR","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185416568096333503057","636541204566254651","422102149XEKHVD2KHVJO","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185416963326346303057","636541204962236653","422109332XEKI1D2KK6QI","Discover","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185420846946385003064","636541208845040017","422066100XEKDPD2GTD0M","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185421117896523203016","636541209115130152","422101363XEKHHD2KE4LP","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185421175336527003016","636541209172978012","422083985XEKHMD8YORYA","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185421501366543603016","636541209499871152","422130302XEKDPD2GTD5U","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185422207906448803073","636541210206253466","422104062XEKE9D8YIRHF","Visa","USD","8.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185422241966450003073","636541210240873936","422087862XEKL9D95IDCF","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185425573796509303075","636541213571675337","422083996XEKHMD8YOSIC","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185426689226866903086","636541214687548263","422131603XEKEID2IDAF4","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185428935016947703086","636541216933073941","422130013XEKHID2KE6KO","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185429882626878303088","636541217879956003","422133010XEKHND2KGJKX","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185430490756911003088","636541218488670783","422094578XEKHSD2KHV5R","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185431046796694903078","636541219044990973","422097884XEKHWD2KHVGN","American Express","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185431225566701403078","636541219223835731","422114936XEKDVD2HU68Z","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185431519886719503078","636541219517489585","422085080XEKKSD8YSKQG","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185432175566086403017","636541220173471805","422126121XEKIED2KVK3Q","MasterCard","USD","8.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185432448616096103017","636541220446626825","422127715XEKI9D2KV0L4","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185432939816087703084","636541220936255001","422123229XEKHGD2KEAFJ","Discover","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185433346816103303084","636541221343829245","422117336XEKIBD2KUXOF","Visa","USD","8.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185435078696100203088","636541223076552029","422107351XEKIJD2KVO7J","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185435515276148103051","636541223512486737","422085880XEKDXD8YIV26","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185436090536934003075","636541224089110441","422085089XEKKSD8YSL81","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185437153316263003066","636541225150567215","422084286XEKHAD2KE7IO","MasterCard","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185437290356913503050","636541225288511965","422128830XEKHZD2KKDZA","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185437941046938003024","636541225937394303","422116058XEKDUD2HU6F8","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185438780426023603049","636541226777739071","422101393XEKHHD2KE6WW","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185439700146431903083","636541227698047847","422104086XEKE9D8YITPP","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185439707206337703057","636541227703614467","422138810XEKEGD2IDCVI","American Express","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185439849846438803083","636541227846549643","422100794XEKE3D2I4SY6","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440246386312503088","636541228243019945","422104978XEKECD2L76J0","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440324636315803088","636541228322124545","422119456XEKHPD2KGI8H","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440485626118503075","636541228482120923","422085889XEKDXD8YIVRJ","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440619606325803088","636541228616940553","422137512XEKHUD2KHW32","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440697306329003088","636541228694902531","422103699XEKDZD2I4ST1","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440766116331703088","636541228763352425","422125534XEKEAD2L78HV","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440897656337103088","636541228894841849","422122347XEKEND2IDBBD","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440939136338903088","636541228936845415","422116061XEKDUD2HU6YC","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185440988526341103088","636541228986837569","422125036XEKE7D2L78EG","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441241776352103088","636541229239239839","422117283XEKI2D2KK92J","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441328746336203060","636541229326401389","422135217XEKHMD8YOUIE","Discover","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441498566343703060","636541229495392253","422085893XEKDXD8YIVVO","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441645686349503060","636541229643776857","422133322XEKE4D2I4S6V","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441704916351903060","636541229702851391","422117771XEKHFD2KEC6A","Discover","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441745536353403060","636541229743624441","422131641XEKEID2IDCCS","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441766116354103060","636541229763234569","422136219XEKI4D2KK9Q0","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441894276359303060","636541229890983615","422121054XEKEBD2L79FK","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185441946546361103060","636541229943261013","422141502XEKE2D2I4OK6","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442102396367203060","636541230100395953","422119749XEKELD2IDE00","Visa","USD","8.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442125146368203060","636541230122799157","422120437XEKEJD2IDCAK","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442164826369803060","636541230162790927","422141403XEKHAD2KE894","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442224096353503094","636541230221640843","422139608XEKHDD8YOWB3","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442471476362703094","636541230469287071","422134625XEKDQD2HU4CQ","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442511586288403053","636541230507227981","422139310XEKI6D2KUYN7","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442512666364603094","636541230509991759","422129719XEKDTD2HU9RS","Visa","USD","8.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442543166365703094","636541230540901149","422138820XEKEGD2IDD8L","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442733646402503092","636541230730390847","422126939XEKL2D2KHW8G","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185442813976405003092","636541230811194731","422130346XEKDPD2GTFVL","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443020556413203092","636541231018399953","422117359XEKIBD2KUYZ0","Discover","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443111026416503092","636541231108549899","422085899XEKDXD8YIW2K","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443148336418003092","636541231146393149","422104982XEKECD2L76U5","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443157416175303052","636541231152838709","422142502XEKDXD8YIW2Q","MasterCard","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443210736420303092","636541231207977545","422121973XEKHYD2KHYN3","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443258046422003092","636541231255352411","422121062XEKEBD2L79LD","Visa","USD","1.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443378586426503092","636541231376431279","422114191XEKHRD2KGK0H","MasterCard","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443415336428003092","636541231412868225","422110090XEKEKD2IDEZ6","Visa","USD","5.25","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443589946434503092","636541231586829983","422126233XEKL4D2KKDFJ","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185443918076523403076","636541231915182435","422106683XEKI3D2KK9SL","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185444087736529903076","636541232084808089","422128845XEKHZD2KKEVB","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185444379416541903076","636541232377592769","422119753XEKELD2IDE9V","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185444533836547903076","636541232530762713","422116064XEKDUD2HU7CI","Visa","USD","8.75","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185444638566551703076","636541232634858507","422130637XEKL6D2KVOPJ","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185444829206537303015","636541232827121749","422136235XEKI4D2KKA3O","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185445494276857103019","636541233492176583","422113779XEKIHD2KVQC5","MasterCard","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185445508676950403054","636541233505272789","422141907XEKE3D2I4TKM","Visa","USD","7.00","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185445583146860403019","636541233580060817","422142510XEKDXD8YIWEE","Visa","USD","3.50","ics_bill","Vital"
"20068896701","uma_garage_parcs","2018-02-14","5185445818626293503049","636541233813634239","422131556XEKICD2KV3G3","Visa","USD","3.50","ics_bill","Vital"
