14752459	GEOOFF
15105363	GEOOFF
14149154	GEOOFF
26841393	GEOOFF
15675553	GEOOFF
23295477	GEOOFF
23463280	GEOOFF
23995199	GEOOFF
23599090	GEOOFF
16370017	GEOOFF
12580484	GEOOFF
15146431	GEOOFF
23744354	GEOOFF
11916763	GEOOFF
23985889	GEOOFF
12738856	GEOOFF
13164530	GEOOFF
14830690	GEOOFF
23494521	GEOOFF
14844980	GEOOFF
23926572	GEOOFF
21819417	GEOOFF
22126343	GEOOFF
23604411	GEOOFF
23629329	GEOOFF
13268671	GEOOFF
22681033	GEOOFF
17706992	GEOOFF
13298040	GEOOFF
13474363	GEOOFF
13474324	GEOOFF
15981867	GEOOFF
18185751	GEOOFF
22336071	GEOOFF
23840619	GEOOFF
18242042	GEOOFF
23795874	GEOOFF
23403067	GEOOFF
23971239	GEOOFF
23664813	GEOOFF
23799055	GEOOFF
24127632	GEOOFF
23739778	GEOOFF
24027593	GEOOFF
24093161	GEOOFF
13411875	GEOOFF
23737794	GEOOFF
13786795	GEOOFF
18960883	GEOOFF
24100544	GEOOFF
16304765	GEOOFF
18670996	GEOOFF
23793410	GEOOFF
13994807	GEOOFF
23466496	GEOOFF
17234022	GEOOFF
14199327	GEOOFF
20577824	GEOOFF
20361936	GEOOFF
20733767	GEOOFF
20779927	GEOOFF
20962545	GEOOFF
21624251	GEOOFF
19828655	GEOOFF
21468070	GEOOFF
21805867	GEOOFF
20829658	GEOOFF
21444757	GEOOFF
13494662	GEOOFF
20828080	GEOOFF
22108067	GEOOFF
22113528	GEOOFF
22360006	GEOOFF
21525420	GEOOFF
21868698	GEOOFF
22155007	GEOOFF
21967061	GEOOFF
22205211	GEOOFF
21493178	GEOOFF
21432147	GEOOFF
22309813	GEOOFF
20831447	GEOOFF
20622882	GEOOFF
24107551	GEOOFF
20786685	GEOOFF
17835876	GEOOFF
19253430	GEOOFF
18659781	GEOOFF
14383339	GEOOFF
15238347	GEOOFF
15634620	GEOOFF
16004541	GEOOFF
20243538	GEOOFF
21811371	GEOOFF
21473156	GEOOFF
21846991	GEOOFF
21158568	GEOOFF
21934001	GEOOFF
21948830	GEOOFF
21324272	GEOOFF
22687695	GEOOFF
22082888	GEOOFF
22482021	GEOOFF
22181631	GEOOFF
22507811	GEOOFF
22322884	GEOOFF
22666664	GEOOFF
23059115	GEOOFF
22994930	GEOOFF
22809553	GEOOFF
22743374	GEOOFF
23002837	GEOOFF
23004671	GEOOFF
23007706	GEOOFF
23104651	GEOOFF
22775406	GEOOFF
23024975	GEOOFF
23026993	GEOOFF
22944228	GEOOFF
23034682	GEOOFF
22953161	GEOOFF
23043427	GEOOFF
14128307	GEOOFF
22235428	GEOOFF
23208932	GEOOFF
23334301	GEOOFF
23242451	GEOOFF
18844408	GEOOFF
15160857	GEOOFF
23338607	GEOOFF
23432704	GEOOFF
22242723	GEOOFF
14314197	GEOOFF
17718568	GEOOFF
23462514	GEOOFF
23744991	GEOOFF
21178384	GEOOFF
22099605	GEOOFF
22100208	GEOOFF
21618328	GEOOFF
23033450	GEOOFF
18964628	GEOOFF
23857132	GEOOFF
23716545	GEOOFF
21289281	GEOOFF
19414742	GEOOFF
21950386	GEOOFF
22200565	GEOOFF
20943098	GEOOFF
20784829	GEOOFF
24537386	GEOOFF
24900648	GEOOFF
24003677	GEOOFF
24021316	GEOOFF
23529109	GEOOFF
18730194	GEOOFF
24893427	GEOOFF
23771914	GEOOFF
24520885	GEOOFF
24838117	GEOOFF
24931364	GEOOFF
24944422	GEOOFF
24095123	GEOOFF
24527152	GEOOFF
25168477	GEOOFF
17683360	GEOOFF
24870559	GEOOFF
24959569	GEOOFF
25037379	GEOOFF
24866524	GEOOFF
24910919	GEOOFF
24897463	GEOOFF
24573269	GEOOFF
24930919	GEOOFF
24609699	GEOOFF
21678046	GEOOFF
24112377	GEOOFF
24120169	GEOOFF
24141977	GEOOFF
24159688	GEOOFF
24675882	GEOOFF
24685033	GEOOFF
24122241	GEOOFF
24482404	GEOOFF
24503138	GEOOFF
23720477	GEOOFF
24724423	GEOOFF
24736739	GEOOFF
24520824	GEOOFF
24847577	GEOOFF
24859741	GEOOFF
24544181	GEOOFF
24752891	GEOOFF
24558672	GEOOFF
24776038	GEOOFF
24882108	GEOOFF
24892474	GEOOFF
25378122	GEOOFF
25343183	GEOOFF
18403393	GEOOFF
24940327	GEOOFF
24973240	GEOOFF
24944704	GEOOFF
24953240	GEOOFF
23035593	GEOOFF
24979346	GEOOFF
25028811	GEOOFF
25126932	GEOOFF
25001549	GEOOFF
25179039	GEOOFF
25013997	GEOOFF
25207862	GEOOFF
25037335	GEOOFF
25247046	GEOOFF
25039375	GEOOFF
25039593	GEOOFF
25128933	GEOOFF
16000681	GEOOFF
25147348	GEOOFF
23949303	GEOOFF
25201881	GEOOFF
25290827	GEOOFF
24897201	GEOOFF
24901392	GEOOFF
25279793	GEOOFF
24970296	GEOOFF
25020535	GEOOFF
23203605	GEOOFF
18571486	GEOOFF
25452344	GEOOFF
25462137	GEOOFF
25475310	GEOOFF
25989742	GEOOFF
26016858	GEOOFF
24723855	GEOOFF
24944189	GEOOFF
25558229	GEOOFF
25775311	GEOOFF
25520334	GEOOFF
25805606	GEOOFF
21321723	GEOOFF
24863494	GEOOFF
25166373	GEOOFF
23077038	GEOOFF
24948289	GEOOFF
25407866	GEOOFF
25365427	GEOOFF
25012787	GEOOFF
26059662	GEOOFF
25323563	GEOOFF
25297976	GEOOFF
19040236	GEOOFF
20864402	GEOOFF
22273586	GEOOFF
22324128	GEOOFF
23391031	GEOOFF
25854681	GEOOFF
25346992	GEOOFF
25628411	GEOOFF
12453665	GEOOFF
24528568	GEOOFF
24155206	GEOOFF
25368518	GEOOFF
25372087	GEOOFF
25373895	GEOOFF
18427292	GEOOFF
18428267	GEOOFF
18401990	GEOOFF
18317049	GEOOFF
18585075	GEOOFF
18577484	GEOOFF
18587076	GEOOFF
14360525	GEOOFF
18583079	GEOOFF
18370819	GEOOFF
18580081	GEOOFF
18582082	GEOOFF
18421532	GEOOFF
18423354	GEOOFF
24655860	GEOOFF
24767330	GEOOFF
25784293	GEOOFF
25907280	GEOOFF
25854706	GEOOFF
25855514	GEOOFF
25880656	GEOOFF
25922458	GEOOFF
25954183	GEOOFF
25999214	GEOOFF
26022524	GEOOFF
25956640	GEOOFF
25979719	GEOOFF
25993934	GEOOFF
25994362	GEOOFF
25433439	GEOOFF
25460479	GEOOFF
25477573	GEOOFF
25455778	GEOOFF
25728278	GEOOFF
25766819	GEOOFF
25481081	GEOOFF
25562690	GEOOFF
25770942	GEOOFF
25771691	GEOOFF
25637918	GEOOFF
25794927	GEOOFF
25499596	GEOOFF
25800977	GEOOFF
25806811	GEOOFF
25809882	GEOOFF
25500292	GEOOFF
25837059	GEOOFF
25838046	GEOOFF
25865483	GEOOFF
25834382	GEOOFF
25839055	GEOOFF
25546131	GEOOFF
25850145	GEOOFF
25889446	GEOOFF
25690462	GEOOFF
25691834	GEOOFF
25860597	GEOOFF
25722292	GEOOFF
25873013	GEOOFF
25882593	GEOOFF
25890743	GEOOFF
25946617	GEOOFF
25741369	GEOOFF
25753751	GEOOFF
25902296	GEOOFF
25903004	GEOOFF
25638667	GEOOFF
26218652	GEOOFF
25926798	GEOOFF
25976204	GEOOFF
26016152	GEOOFF
25888275	GEOOFF
25901868	GEOOFF
14504901	GEOOFF
23023966	GEOOFF
24144122	GEOOFF
24457867	GEOOFF
26113563	GEOOFF
26028309	GEOOFF
25907942	GEOOFF
23054305	GEOOFF
25208876	GEOOFF
26304288	GEOOFF
25672267	GEOOFF
26268249	GEOOFF
25342973	GEOOFF
25512721	GEOOFF
25523969	GEOOFF
26611084	GEOOFF
26818654	GEOOFF
26591543	GEOOFF
24720845	GEOOFF
25904976	GEOOFF
26159103	GEOOFF
15686419	GEOOFF
11113492	GEOOFF
21061565	GEOOFF
26236112	GEOOFF
26405314	GEOOFF
26410738	GEOOFF
26411563	GEOOFF
22713709	GEOOFF
23129787	GEOOFF
24944880	GEOOFF
25290621	GEOOFF
26289655	GEOOFF
26291988	GEOOFF
25563023	GEOOFF
25590426	GEOOFF
25691138	GEOOFF
25639877	GEOOFF
26141218	GEOOFF
26179583	GEOOFF
18107115	GEOOFF
18723671	GEOOFF
21293978	GEOOFF
22480324	GEOOFF
22969295	GEOOFF
23125920	GEOOFF
23844471	GEOOFF
23870365	GEOOFF
25294623	GEOOFF
26082568	GEOOFF
25554320	GEOOFF
26097688	GEOOFF
26291623	GEOOFF
24024061	GEOOFF
26305552	GEOOFF
26318534	GEOOFF
26453807	GEOOFF
25745621	GEOOFF
25749988	GEOOFF
25753192	GEOOFF
25767840	GEOOFF
26459621	GEOOFF
25850564	GEOOFF
25914960	GEOOFF
25991416	GEOOFF
26466666	GEOOFF
26176034	GEOOFF
26068706	GEOOFF
26069938	GEOOFF
26126062	GEOOFF
26368903	GEOOFF
26371588	GEOOFF
26373202	GEOOFF
26733847	GEOOFF
26754079	GEOOFF
26749731	GEOOFF
26654192	GEOOFF
26688269	GEOOFF
26588201	GEOOFF
26711841	GEOOFF
26653149	GEOOFF
26664566	GEOOFF
26725658	GEOOFF
26615542	GEOOFF
26733205	GEOOFF
26554553	GEOOFF
26788401	GEOOFF
26785474	GEOOFF
26682308	GEOOFF
26598496	GEOOFF
26781357	GEOOFF
26899489	GEOOFF
26644424	GEOOFF
26769334	GEOOFF
26536853	GEOOFF
26742702	GEOOFF
26602901	GEOOFF
26682026	GEOOFF
26632353	GEOOFF
26536858	GEOOFF
26659103	GEOOFF
26524966	GEOOFF
26535780	GEOOFF
26726606	GEOOFF
27044753	GEOOFF
26399766	GEOOFF
26705251	GEOOFF
26771564	GEOOFF
26817922	GEOOFF
26551680	GEOOFF
26816136	GEOOFF
26631349	GEOOFF
26727110	GEOOFF
26998737	GEOOFF
26617021	GEOOFF
26667353	GEOOFF
26716276	GEOOFF
26710876	GEOOFF
26809353	GEOOFF
27077811	GEOOFF
26513789	GEOOFF
26659186	GEOOFF
26672711	GEOOFF
26685357	GEOOFF
26647353	GEOOFF
26872955	GEOOFF
26562448	GEOOFF
26771569	GEOOFF
26640547	GEOOFF
26802385	GEOOFF
26783098	GEOOFF
26595523	GEOOFF
26582622	GEOOFF
26528804	GEOOFF
26920820	GEOOFF
26534639	GEOOFF
26940406	GEOOFF
26556554	GEOOFF
26439349	GEOOFF
26597828	GEOOFF
26617320	GEOOFF
26554438	GEOOFF
26607113	GEOOFF
26785457	GEOOFF
26758076	GEOOFF
26631361	GEOOFF
26643454	GEOOFF
26755066	GEOOFF
26896550	GEOOFF
26660525	GEOOFF
26545073	GEOOFF
26807374	GEOOFF
26783635	GEOOFF
26629996	GEOOFF
26709459	GEOOFF
26870971	GEOOFF
26961959	GEOOFF
26537828	GEOOFF
26603035	GEOOFF
26631609	GEOOFF
26524042	GEOOFF
26566587	GEOOFF
26664985	GEOOFF
26542085	GEOOFF
26601039	GEOOFF
26588642	GEOOFF
26666626	GEOOFF
26757067	GEOOFF
26804663	GEOOFF
26534737	GEOOFF
26372933	GEOOFF
26665531	GEOOFF
26476155	GEOOFF
26589499	GEOOFF
26598832	GEOOFF
26768342	GEOOFF
26598577	GEOOFF
26665634	GEOOFF
26564488	GEOOFF
25253337	GEOOFF
11574208	GEOOFF
22845492	GEOOFF
26582507	GEOOFF
26557764	GEOOFF
26786064	GEOOFF
26815965	GEOOFF
26350214	GEOOFF
26350775	GEOOFF
26525816	GEOOFF
26637587	GEOOFF
26597987	GEOOFF
